ID,NAME,0
cr00001,66
cr00002,137
cr00003,220
cr00004,301
cr00005,400
cr00006,513
cr00007,605
cr00008,703
cr00009,807
cr00010,907
cr00011,958
cr00012,1002
cr00013,1089
cr00014,1178
cr00015,1227
cr00016,1279
cr00017,1364
cr00018,1454
cr00019,1553
cr00020,1642
cr00021,1735
cr00022,1831
cr00023,1918
cr00024,2008
cr00025,2076
cr00026,2123
cr00027,2229
cr00028,2301
cr00029,2381
cr00030,2454
cr00031,2514
cr00032,2556
cr00033,2658
cr00034,2766
cr00035,2852
cr00036,2922
cr00037,2968
cr00038,3045
cr00039,3102
cr00040,3184
cr00041,3285
cr00042,3380
cr00043,3428
cr00044,3500
cr00045,3601
cr00046,3655
cr00047,3760
cr00048,3799
cr00049,3832
cr00050,3908
cr00051,4003
cr00052,4084
cr00053,4184
cr00054,4233
cr00055,4284
cr00056,4351
cr00057,4425
cr00058,4517
cr00059,4619
cr00060,4675
cr00061,4764
cr00062,4870
cr00063,4964
cr00064,5070
cr00065,5175
cr00066,5290
cr00067,5382
cr00068,5497
cr00069,5560
cr00070,5654
cr00071,5691
cr00072,5755
cr00073,5857
cr00074,5935
cr00075,5982
cr00076,6032
cr00077,6066
cr00078,6100
cr00079,6196
cr00080,6260
cr00081,6326
cr00082,6422
cr00083,6452
cr00084,6558
cr00085,6636
cr00086,6714
cr00087,6824
cr00088,6923
cr00089,7009
cr00090,7102
cr00091,7176
cr00092,7272
cr00093,7331
cr00094,7399
cr00095,7459
cr00096,7560
cr00097,7625
cr00098,7689
cr00099,7755
cr00100,7801
cr00101,7871
cr00102,7930
cr00103,8027
cr00104,8131
cr00105,8247
cr00106,8368
cr00107,8406
cr00108,8481
cr00109,8552
cr00110,8587
cr00111,8649
cr00112,8688
cr00113,8762
cr00114,8811
cr00115,8861
cr00116,8947
cr00117,9034
cr00118,9146
cr00119,9260
cr00120,9339
cr00121,9403
cr00122,9441
cr00123,9485
cr00124,9586
cr00125,9683
cr00126,9735
cr00127,9807
cr00128,9913
cr00129,9960
cr00130,10028
cr00131,10086
cr00132,10156
cr00133,10219
cr00134,10267
cr00135,10330
cr00136,10390
cr00137,10459
cr00138,10559
cr00139,10622
cr00140,10710
cr00141,10766
cr00142,10818
cr00143,10882
cr00144,10978
cr00145,11030
cr00146,11126
cr00147,11223
cr00148,11311
cr00149,11357
cr00150,11410
cr00151,11463
cr00152,11529
cr00153,11601
cr00154,11632
cr00155,11734
cr00156,11836
cr00157,11950
cr00158,12047
cr00159,12097
cr00160,12190
cr00161,12271
cr00162,12346
cr00163,12436
cr00164,12479
cr00165,12545
cr00166,12618
cr00167,12693
cr00168,12734
cr00169,12792
cr00170,12880
cr00171,12938
cr00172,13028
cr00173,13098
cr00174,13184
cr00175,13217
cr00176,13254
cr00177,13305
cr00178,13380
cr00179,13427
cr00180,13470
cr00181,13562
cr00182,13632
cr00183,13708
cr00184,13785
cr00185,13879
cr00186,13971
cr00187,14016
cr00188,14107
cr00189,14175
cr00190,14268
cr00191,14338
cr00192,14383
cr00193,14426
cr00194,14471
cr00195,14563
cr00196,14609
cr00197,14653
cr00198,14756
cr00199,14806
cr00200,14871
cr00201,14980
cr00202,15074
cr00203,15121
cr00204,15181
cr00205,15243
cr00206,15301
cr00207,15368
cr00208,15442
cr00209,15507
cr00210,15556
cr00211,15653
cr00212,15722
cr00213,15815
cr00214,15882
cr00215,15961
cr00216,16029
cr00217,16079
cr00218,16153
cr00219,16253
cr00220,16312
cr00221,16371
cr00222,16449
cr00223,16498
cr00224,16558
cr00225,16646
cr00226,16728
cr00227,16809
cr00228,16901
cr00229,16995
cr00230,17091
cr00231,17167
cr00232,17264
cr00233,17307
cr00234,17381
cr00235,17477
cr00236,17539
cr00237,17628
cr00238,17671
cr00239,17750
cr00240,17825
cr00241,17894
cr00242,17962
cr00243,18025
cr00244,18081
cr00245,18123
cr00246,18171
cr00247,18229
cr00248,18279
cr00249,18325
cr00250,18371
cr00251,18417
cr00252,18463
cr00253,18509
cr00254,18555
cr00255,18618
cr00256,18680
cr00257,18726
cr00258,18772
cr00259,18818
cr00260,18864
cr00261,18924
cr00262,18982
cr00263,19048
cr00264,19106
cr00265,19164
cr00266,19212
cr00267,19260
cr00268,19308
cr00269,19356
cr00270,19404
cr00271,19452
cr00272,19500
cr00273,19548
cr00274,19596
cr00275,19644
cr00276,19692
cr00277,19740
cr00278,19780
cr00279,19832
cr00280,19882
cr00281,19940
cr00282,19996
cr00283,20114
cr00284,20170
cr00285,20228
cr00286,20272
cr00287,20316
cr00288,20362
cr00289,20416
cr00290,20474
cr00291,20518
cr00292,20584
cr00293,20646
cr00294,20698
cr00295,20740
cr00296,20782
cr00297,20842
cr00298,20886
cr00299,20930
cr00300,21038
cr00301,21100
cr00302,21162
cr00303,21208
cr00304,21254
cr00305,21310
cr00306,21366
cr00307,21410
cr00308,21454
cr00309,21560
cr00310,21620
cr00311,21684
cr00312,21728
cr00313,21772
cr00314,21816
cr00315,21860
cr00316,21904
cr00317,22005
cr00318,22065
cr00319,22123
cr00320,22200
cr00321,22246
cr00322,22292
cr00323,22338
cr00324,22384
cr00325,22430
cr00326,22533
cr00327,22593
cr00328,22645
cr00329,22715
cr00330,22759
cr00331,22803
cr00332,22910
cr00333,22947
cr00334,23036
cr00335,23127
cr00336,23211
cr00337,23275
cr00338,23322
cr00339,23385
cr00340,23472
cr00341,23575
cr00342,23620
cr00343,23665
cr00344,23760
cr00345,23832
cr00346,23929
cr00347,24019
cr00348,24119
cr00349,24219
cr00350,24315
cr00351,24413
cr00352,24493
cr00353,24599
cr00354,24676
cr00355,24764
cr00356,24806
cr00357,24894
cr00358,24938
cr00359,25027
cr00360,25126
cr00361,25218
cr00362,25320
cr00363,25371
cr00364,25468
cr00365,25531
cr00366,25580
cr00367,25654
cr00368,25730
cr00369,25836
cr00370,25913
cr00371,26005
cr00372,26096
cr00373,26168
cr00374,26236
cr00375,26289
cr00376,26379
cr00377,26454
cr00378,26574
cr00379,26687
cr00380,26796
cr00381,26842
cr00382,26894
cr00383,26961
cr00384,27051
cr00385,27158
cr00386,27239
cr00387,27330
cr00388,27434
cr00389,27539
cr00390,27638
cr00391,27738
cr00392,27837
cr00393,27945
cr00394,28018
cr00395,28074
cr00396,28163
cr00397,28256
cr00398,28319
cr00399,28418
cr00400,28518
cr00401,28605
cr00402,28701
cr00403,28778
cr00404,28870
cr00405,28952
cr00406,29043
cr00407,29095
cr00408,29186
cr00409,29294
cr00410,29397
cr00411,29449
cr00412,29527
cr00413,29608
cr00414,29703
cr00415,29779
cr00416,29861
cr00417,29911
cr00418,29961
cr00419,30041
cr00420,30149
cr00421,30187
cr00422,30286
cr00423,30338
cr00424,30445
cr00425,30554
cr00426,30649
cr00427,30724
cr00428,30768
cr00429,30812
cr00430,30858
cr00431,30951
cr00432,30997
cr00433,31039
cr00434,31073
cr00435,31107
cr00436,31187
cr00437,31284
cr00438,31379
cr00439,31501
cr00440,31609
cr00441,31717
cr00442,31829
cr00443,31940
cr00444,32023
cr00445,32071
cr00446,32168
cr00447,32236
cr00448,32280
cr00449,32379
cr00450,32419
cr00451,32516
cr00452,32603
cr00453,32683
cr00454,32782
cr00455,32875
cr00456,32945
cr00457,32983
cr00458,33078
cr00459,33138
cr00460,33212
cr00461,33312
cr00462,33417
cr00463,33542
cr00464,33631
cr00465,33712
cr00466,33820
cr00467,33903
cr00468,33967
cr00469,34082
cr00470,34194
cr00471,34302
cr00472,34380
cr00473,34474
cr00474,34555
cr00475,34648
cr00476,34727
cr00477,34831
cr00478,34930
cr00479,34968
cr00480,35068
cr00481,35170
cr00482,35257
cr00483,35346
cr00484,35451
cr00485,35533
cr00486,35624
cr00487,35722
cr00488,35801
cr00489,35902
cr00490,36008
cr00491,36060
cr00492,36143
cr00493,36231
cr00494,36327
cr00495,36425
cr00496,36471
cr00497,36577
cr00498,36675
cr00499,36783
cr00500,36880
cr00501,36966
cr00502,37040
cr00503,37135
cr00504,37237
cr00505,37339
cr00506,37409
cr00507,37501
cr00508,37576
cr00509,37658
cr00510,37737
cr00511,37815
cr00512,37861
cr00513,37907
cr00514,37988
cr00515,38065
cr00516,38164
cr00517,38245
cr00518,38291
cr00519,38375
cr00520,38421
cr00521,38498
cr00522,38579
cr00523,38671
cr00524,38736
cr00525,38824
cr00526,38925
cr00527,38969
cr00528,39060
cr00529,39157
cr00530,39199
cr00531,39301
cr00532,39345
cr00533,39387
cr00534,39486
cr00535,39580
cr00536,39677
cr00537,39749
cr00538,39840
cr00539,39911
cr00540,39993
cr00541,40091
cr00542,40123
cr00543,40165
cr00544,40235
cr00545,40325
cr00546,40430
cr00547,40532
cr00548,40572
cr00549,40647
cr00550,40695
cr00551,40733
cr00552,40821
cr00553,40917
cr00554,41012
cr00555,41114
cr00556,41181
cr00557,41225
cr00558,41319
cr00559,41369
cr00560,41417
cr00561,41516
cr00562,41615
cr00563,41688
cr00564,41744
cr00565,41836
cr00566,41882
cr00567,41978
cr00568,42024
cr00569,42058
cr00570,42167
cr00571,42256
cr00572,42296
cr00573,42373
cr00574,42446
cr00575,42521
cr00576,42567
cr00577,42609
cr00578,42704
cr00579,42746
cr00580,42818
cr00581,42896
cr00582,42952
cr00583,43034
cr00584,43080
cr00585,43176
cr00586,43269
cr00587,43364
cr00588,43443
cr00589,43528
cr00590,43606
cr00591,43696
cr00592,43738
cr00593,43811
cr00594,43857
cr00595,43950
cr00596,43994
cr00597,44085
cr00598,44133
cr00599,44228
cr00600,44311
cr00601,44408
cr00602,44501
cr00603,44614
cr00604,44702
cr00605,44742
cr00606,44833
cr00607,44940
cr00608,45047
cr00609,45093
cr00610,45137
cr00611,45209
cr00612,45241
cr00613,45289
cr00614,45343
cr00615,45387
cr00616,45484
cr00617,45565
cr00618,45673
cr00619,45719
cr00620,45802
cr00621,45846
cr00622,45930
cr00623,46012
cr00624,46058
cr00625,46104
cr00626,46148
cr00627,46243
cr00628,46340
cr00629,46448
cr00630,46530
cr00631,46600
cr00632,46672
cr00633,46742
cr00634,46786
cr00635,46830
cr00636,46911
cr00637,47011
cr00638,47055
cr00639,47150
cr00640,47198
